"CountryName","Year","GDPCapita","RenewEnergyPct","GGTonnesCapita"
"Panama",2012,9.43328603320685,0.228648390695006,4.34022692435954
"Paraguay",2012,3.23575205370423,0.626775121178113,7.97031870394781
"Peru",2012,5.55435647262463,0.282498804521109,2.48043808502317
"Philippines",2012,2.29879144333364,0.294027836263597,1.74236842103954
"Portugal",2012,21.3545014952699,0.255642514762682,6.89731759313538
"Romania",2012,8.51832291889489,0.216788334102372,6.07049619290703
"Russian Federation",2012,11.4934122670203,0.0324500315811185,19.5765759606347
"Saudi Arabia",2012,20.6965767311125,8.57538311969361e-05,18.6164465710245
"Senegal",2012,0.99714044630939,0.513647277388253,3.93214420951937
"Singapore",2012,49.0007062012779,0.00517608066468923,10.524413052705
"Slovak Republic",2012,17.2330855495923,0.104808356583089,8.56229265835378
"Slovenia",2012,22.8541252943617,0.19321734711102,10.2445889393023
